icao,geometry
382,EPWWEJR,"POLYGON ((23.1383333333 49.9658333333, 23.2119444444 50.0216666667, 23.4852777778 50.2211111111, 23.8255555556 50.4041666667, 24.065 50.5033333333, 24.0502777778 50.6677777778, 24.1 50.8333333333, 23.6458333333 51.3027777778, 23.6166666667 51.5, 23.5594444444 51.6666666667, 23.5430555556 51.7230555556, 23.5902777778 51.7669444444, 23.6647222222 52.0163888889, 23.5519444444 52.1161111111, 23.4044444444 52.1880555556, 23.2088888889 52.2277777778, 23.2086111111 52.2277777778, 23.1666666667 52.2416666667, 23.9333333333 52.7833333333, 23.9333333333 52.8277777778, 23.9219444444 52.8511111111, 23.9219444444 52.8513888889, 23.9833333333 53, 23.8941666667 53.1777777778, 23.8941666667 53.1780555556, 23.7672222222 53.3811111111, 22.9291666667 53.2941666667, 20.5 53, 20.3766666667 52.7891666667, 20.3616666667 52.7636111111, 20.3222222222 52.6705555556, 19.7941666667 52.4622222222, 19.8091666667 52.4519444444, 20.0536111111 52.2841666667, 20.3202777778 52.1066666667, 20.2758333333 51.8091666667, 20.2666666667 51.7511111111, 20.2297222222 51.4958333333, 20.1369444444 51.4675, 19.7516666667 51.35, 19.1269444444 51.0727777778, 18.855 50.9452777778, 18.7383333333 50.8944444444, 18.4947222222 50.7152777778, 18.4577777778 50.6877777778, 18.2738888889 50.3488888889, 18.0977777778 50.0477777778, 18.0969444444 50.0266666667, 18.2111111111 49.9919444444, 18.4691666667 49.9108333333, 18.5652777778 49.8802777778, 18.5727777778 49.8475, 18.6286111111 49.7202777778, 18.8061111111 49.6652777778, 18.8508333333 49.5169444444, 18.9619444444 49.5111111111, 18.9811111111 49.3902777778, 19.2 49.4136111111, 19.2594444444 49.53, 19.4694444444 49.6116666667, 19.6466666667 49.455, 19.6361111111 49.4277777778, 19.7916666667 49.3763888889, 19.7997222222 49.3036111111, 19.8516666667 49.1963888889, 20 49.2222222222, 20.1 49.22, 20.1752777778 49.3136111111, 20.2552777778 49.3497222222, 20.7022222222 49.4175, 20.9330555556 49.2919444444, 21.0102777778 49.3363888889, 21.0955555556 49.3675, 21.1986111111 49.4083333333, 21.2269444444 49.4194444444, 21.3333333333 49.4486111111, 21.4391666667 49.4127777778, 22.5666666667 49.0886111111, 22.7666666667 49, 22.8333333333 49.0888888889, 22.7380555556 49.2055555556, 22.7366666667 49.21, 22.6561111111 49.5047222222, 22.6544444444 49.5677777778, 22.94 49.8088888889, 23.0583333333 49.8883333333, 23.1383333333 49.9658333333))"
383,EPWWEJRH,"POLYGON ((21.1986111111 49.4083333333, 21.2269444444 49.4194444444, 21.3333333333 49.4486111111, 21.4391666667 49.4127777778, 22.5666666667 49.0886111111, 22.7666666667 49, 22.8333333333 49.0888888889, 22.7380555556 49.2055555556, 22.7366666667 49.21, 22.6561111111 49.5047222222, 22.6544444444 49.5677777778, 22.94 49.8088888889, 23.0583333333 49.8883333333, 23.1383333333 49.9658333333, 23.2119444444 50.0216666667, 23.4852777778 50.2211111111, 23.8255555556 50.4041666667, 24.065 50.5033333333, 24.0502777778 50.6677777778, 24.1 50.8333333333, 23.6458333333 51.3027777778, 23.6166666667 51.5, 23.5594444444 51.6666666667, 23.5430555556 51.7230555556, 23.5902777778 51.7669444444, 23.6647222222 52.0163888889, 23.5519444444 52.1161111111, 23.4044444444 52.1880555556, 23.2088888889 52.2277777778, 23.2086111111 52.2277777778, 23.1666666667 52.2416666667, 23.9333333333 52.7833333333, 23.9333333333 52.8277777778, 23.9219444444 52.8511111111, 23.9219444444 52.8513888889, 23.9833333333 53, 23.8941666667 53.1777777778, 23.8941666667 53.1780555556, 23.7672222222 53.3811111111, 22.9291666667 53.2941666667, 20.5 53, 20.3766666667 52.7891666667, 20.3616666667 52.7636111111, 20.3222222222 52.6705555556, 19.7941666667 52.4622222222, 19.8091666667 52.4519444444, 20.0536111111 52.2841666667, 20.3202777778 52.1066666667, 20.2758333333 51.8091666667, 20.2666666667 51.7511111111, 20.2297222222 51.4958333333, 20.1369444444 51.4675, 19.7516666667 51.35, 19.1269444444 51.0727777778, 18.855 50.9452777778, 18.7383333333 50.8944444444, 18.4947222222 50.7152777778, 18.4577777778 50.6877777778, 18.2738888889 50.3488888889, 18.0977777778 50.0477777778, 18.0969444444 50.0266666667, 18.2111111111 49.9919444444, 18.4691666667 49.9108333333, 18.5652777778 49.8802777778, 18.5727777778 49.8475, 18.6286111111 49.7202777778, 18.8061111111 49.6652777778, 18.8508333333 49.5169444444, 18.9619444444 49.5111111111, 18.9811111111 49.3902777778, 19.2 49.4136111111, 19.2594444444 49.53, 19.4694444444 49.6116666667, 19.6466666667 49.455, 19.6361111111 49.4277777778, 19.7916666667 49.3763888889, 19.7997222222 49.3036111111, 19.8516666667 49.1963888889, 20 49.2222222222, 20.1 49.22, 20.1752777778 49.3136111111, 20.2552777778 49.3497222222, 20.7022222222 49.4175, 20.9330555556 49.2919444444, 21.0102777778 49.3363888889, 21.0955555556 49.3675, 21.1986111111 49.4083333333))"
384,EPWWER,"POLYGON ((21.2888888889 51.1525, 21.3544444444 50.4319444444, 21.3491666667 50.1994444444, 21.29 50.0919444444, 21.1752777778 49.93, 21.2188888889 49.8469444444, 21.1841666667 49.7294444444, 21.195 49.4891666667, 21.1986111111 49.4083333333, 21.2269444444 49.4194444444, 21.3333333333 49.4486111111, 21.4391666667 49.4127777778, 22.5666666667 49.0886111111, 22.7666666667 49, 22.8333333333 49.0888888889, 22.7380555556 49.2055555556, 22.7366666667 49.21, 22.6561111111 49.5047222222, 22.6544444444 49.5677777778, 22.94 49.8088888889, 23.0583333333 49.8883333333, 23.1383333333 49.9658333333, 23.2119444444 50.0216666667, 23.4852777778 50.2211111111, 23.8255555556 50.4041666667, 24.065 50.5033333333, 24.0502777778 50.6677777778, 24.1 50.8333333333, 23.6458333333 51.3027777778, 23.6166666667 51.5, 23.5594444444 51.6666666667, 23.5430555556 51.7230555556, 23.5902777778 51.7669444444, 23.6647222222 52.0163888889, 23.5519444444 52.1161111111, 23.4044444444 52.1880555556, 23.2088888889 52.2277777778, 23.2086111111 52.2277777778, 23.1666666667 52.2416666667, 23.9333333333 52.7833333333, 23.9333333333 52.8277777778, 23.9219444444 52.8511111111, 23.9219444444 52.8513888889, 23.9833333333 53, 23.8941666667 53.1777777778, 23.8941666667 53.1780555556, 23.7672222222 53.3811111111, 22.9291666667 53.2941666667, 20.5 53, 20.3766666667 52.7891666667, 20.3616666667 52.7636111111, 20.3222222222 52.6705555556, 19.7941666667 52.4622222222, 19.8091666667 52.4519444444, 20.0536111111 52.2841666667, 20.3202777778 52.1066666667, 20.2758333333 51.8091666667, 20.2666666667 51.7511111111, 20.2297222222 51.4958333333, 21.2636111111 51.5, 21.2877777778 51.2369444444, 21.2875 51.2183333333, 21.2888888889 51.1525))"
385,EPWWERL,"POLYGON ((23.4044444444 52.1880555556, 23.2088888889 52.2277777778, 23.2086111111 52.2277777778, 23.1666666667 52.2416666667, 23.9333333333 52.7833333333, 23.9333333333 52.8277777778, 23.9219444444 52.8511111111, 23.9219444444 52.8513888889, 23.9833333333 53, 23.8941666667 53.1777777778, 23.8941666667 53.1780555556, 23.7672222222 53.3811111111, 22.9291666667 53.2941666667, 20.5 53, 20.3766666667 52.7891666667, 20.3616666667 52.7636111111, 20.3222222222 52.6705555556, 19.7941666667 52.4622222222, 19.8091666667 52.4519444444, 20.0536111111 52.2841666667, 20.3202777778 52.1066666667, 20.2758333333 51.8091666667, 20.2666666667 51.7511111111, 20.2297222222 51.4958333333, 21.2636111111 51.5, 21.2877777778 51.2369444444, 21.2875 51.2183333333, 21.2888888889 51.1525, 21.3544444444 50.4319444444, 21.3491666667 50.1994444444, 21.29 50.0919444444, 21.1752777778 49.93, 21.2188888889 49.8469444444, 21.1841666667 49.7294444444, 21.195 49.4891666667, 21.1986111111 49.4083333333, 21.2269444444 49.4194444444, 21.3333333333 49.4486111111, 21.4391666667 49.4127777778, 22.5666666667 49.0886111111, 22.7666666667 49, 22.8333333333 49.0888888889, 22.7380555556 49.2055555556, 22.7366666667 49.21, 22.6561111111 49.5047222222, 22.6544444444 49.5677777778, 22.94 49.8088888889, 23.0583333333 49.8883333333, 23.1383333333 49.9658333333, 23.2119444444 50.0216666667, 23.4852777778 50.2211111111, 23.8255555556 50.4041666667, 24.065 50.5033333333, 24.0502777778 50.6677777778, 24.1 50.8333333333, 23.6458333333 51.3027777778, 23.6166666667 51.5, 23.5594444444 51.6666666667, 23.5430555556 51.7230555556, 23.5902777778 51.7669444444, 23.6647222222 52.0163888889, 23.5519444444 52.1161111111, 23.4044444444 52.1880555556))"
386,EPWWFGL,"POLYGON ((18.1730555556 52.6516666667, 19.1583333333 52.5333333333, 19.7288888889 52.4688888889, 19.7666666667 52.4647222222, 19.7941666667 52.4622222222, 20.3222222222 52.6705555556, 20.3616666667 52.7636111111, 20.3766666667 52.7891666667, 20.5 53, 20.4363888889 53.3347222222, 20.3055555556 53.5641666667, 20.2833333333 53.6561111111, 20 54.4263888889, 19.8683333333 54.4425, 19.6541666667 54.4477777778, 19.5758333333 54.4975, 19.4538888889 54.5727777778, 19.4047222222 54.6030555556, 19.3555555556 54.6377777778, 19.2933333333 54.675, 19.2569444444 54.7044444444, 19.1983333333 54.75, 19.0069444444 54.875, 18.9941666667 54.8944444444, 18.9583333333 54.9127777778, 18.9041666667 54.9461111111, 18.4480555556 55.2586111111, 18.4011111111 55.2902777778, 18.3916666667 55.2963888889, 18.3883333333 55.3019444444, 17.5136111111 55.2269444444, 17.475 55.225, 17.3769444444 55.2208333333, 16.2333333333 55.1333333333, 16.0708333333 55.0336111111, 16 55, 15.8666666667 54.9166666667, 16.6477777778 54.515, 17.4097222222 54.1227777778, 17.0819444444 53.6019444444, 16.8255555556 53.2063888889, 17.6244444444 52.7133333333, 18 52.6711111111, 18.1730555556 52.6516666667))"
387,EPWWFGN,"POLYGON ((20.5 53, 22.9291666667 53.2941666667, 23.7672222222 53.3811111111, 23.6297222222 53.5927777778, 23.5530555556 53.8297222222, 23.7416666667 53.9333333333, 23.4069444444 54.1944444444, 23.0591666667 54.3075, 22.8741666667 54.4216666667, 22.7919444444 54.3633333333, 22.175 54.3333333333, 21.4666666667 54.3333333333, 20.6983333333 54.3683333333, 20.5 54.3666666667, 20.2805555556 54.3997222222, 20 54.4263888889, 19.8683333333 54.4425, 19.6541666667 54.4477777778, 19.5758333333 54.4975, 19.4538888889 54.5727777778, 19.4047222222 54.6030555556, 19.3555555556 54.6377777778, 19.2933333333 54.675, 19.2569444444 54.7044444444, 19.1983333333 54.75, 19.0069444444 54.875, 18.9941666667 54.8944444444, 18.9583333333 54.9127777778, 18.9041666667 54.9461111111, 18.4480555556 55.2586111111, 18.4011111111 55.2902777778, 18.3916666667 55.2963888889, 18.3883333333 55.3019444444, 17.5136111111 55.2269444444, 17.475 55.225, 17.3769444444 55.2208333333, 16.2333333333 55.1333333333, 16.0708333333 55.0336111111, 16 55, 15.8666666667 54.9166666667, 16.6477777778 54.515, 17.4097222222 54.1227777778, 17.0819444444 53.6019444444, 16.8255555556 53.2063888889, 17.6244444444 52.7133333333, 18 52.6711111111, 18.1730555556 52.6516666667, 19.1583333333 52.5333333333, 19.7288888889 52.4688888889, 19.7666666667 52.4647222222, 19.7941666667 52.4622222222, 20.3222222222 52.6705555556, 20.3616666667 52.7636111111, 20.3766666667 52.7891666667, 20.5 53))"
388,EPWWFGNE,"POLYGON ((17.6244444444 52.7133333333, 18 52.6711111111, 18.1730555556 52.6516666667, 19.1583333333 52.5333333333, 19.7288888889 52.4688888889, 19.7666666667 52.4647222222, 19.7941666667 52.4622222222, 19.8091666667 52.4519444444, 20.0536111111 52.2841666667, 20.3202777778 52.1066666667, 20.2758333333 51.8091666667, 20.2666666667 51.7511111111, 20.2297222222 51.4958333333, 21.2636111111 51.5, 21.3294444444 51.5383333333, 21.3777777778 51.5694444444, 21.3908333333 51.5769444444, 21.4505555556 51.6111111111, 21.4686111111 51.6213888889, 21.4955555556 51.6366666667, 21.6736111111 51.7394444444, 21.6855555556 51.745, 21.7847222222 51.8025, 22.1527777778 51.9794444444, 23.4044444444 52.1880555556, 23.2088888889 52.2277777778, 23.2086111111 52.2277777778, 23.1666666667 52.2416666667, 23.9333333333 52.7833333333, 23.9333333333 52.8277777778, 23.9219444444 52.8511111111, 23.9219444444 52.8513888889, 23.9833333333 53, 23.8941666667 53.1777777778, 23.8941666667 53.1780555556, 23.7672222222 53.3811111111, 23.6297222222 53.5927777778, 23.5530555556 53.8297222222, 23.7416666667 53.9333333333, 23.4069444444 54.1944444444, 23.0591666667 54.3075, 22.8741666667 54.4216666667, 22.7919444444 54.3633333333, 22.175 54.3333333333, 21.4666666667 54.3333333333, 20.6983333333 54.3683333333, 20.5 54.3666666667, 20.2805555556 54.3997222222, 20 54.4263888889, 19.8683333333 54.4425, 19.6541666667 54.4477777778, 19.5758333333 54.4975, 19.4538888889 54.5727777778, 19.4047222222 54.6030555556, 19.3555555556 54.6377777778, 19.2933333333 54.675, 19.2569444444 54.7044444444, 19.1983333333 54.75, 19.0069444444 54.875, 18.9941666667 54.8944444444, 18.9583333333 54.9127777778, 18.9041666667 54.9461111111, 18.4480555556 55.2586111111, 18.4011111111 55.2902777778, 18.3916666667 55.2963888889, 18.3883333333 55.3019444444, 17.5136111111 55.2269444444, 17.475 55.225, 17.3769444444 55.2208333333, 16.2333333333 55.1333333333, 16.0708333333 55.0336111111, 16 55, 15.8666666667 54.9166666667, 16.6477777778 54.515, 17.4097222222 54.1227777778, 17.0819444444 53.6019444444, 16.8255555556 53.2063888889, 17.6244444444 52.7133333333))"
389,EPWWFGNEL,"POLYGON ((18.1730555556 52.6516666667, 19.1583333333 52.5333333333, 19.7288888889 52.4688888889, 19.7666666667 52.4647222222, 19.7941666667 52.4622222222, 19.8091666667 52.4519444444, 20.0536111111 52.2841666667, 20.3202777778 52.1066666667, 20.2758333333 51.8091666667, 20.2666666667 51.7511111111, 20.2297222222 51.4958333333, 21.2636111111 51.5, 21.3294444444 51.5383333333, 21.3777777778 51.5694444444, 21.3908333333 51.5769444444, 21.4505555556 51.6111111111, 21.4686111111 51.6213888889, 21.4955555556 51.6366666667, 21.6736111111 51.7394444444, 21.6855555556 51.745, 21.7847222222 51.8025, 22.1527777778 51.9794444444, 23.4044444444 52.1880555556, 23.2088888889 52.2277777778, 23.2086111111 52.2277777778, 23.1666666667 52.2416666667, 23.9333333333 52.7833333333, 23.9333333333 52.8277777778, 23.9219444444 52.8511111111, 23.9219444444 52.8513888889, 23.9833333333 53, 23.8941666667 53.1777777778, 23.8941666667 53.1780555556, 23.7672222222 53.3811111111, 23.6297222222 53.5927777778, 23.5530555556 53.8297222222, 23.7416666667 53.9333333333, 23.4069444444 54.1944444444, 23.0591666667 54.3075, 22.8741666667 54.4216666667, 22.7919444444 54.3633333333, 22.175 54.3333333333, 21.4666666667 54.3333333333, 20.6983333333 54.3683333333, 20.5 54.3666666667, 20.2805555556 54.3997222222, 20 54.4263888889, 19.8683333333 54.4425, 19.6541666667 54.4477777778, 19.5758333333 54.4975, 19.4538888889 54.5727777778, 19.4047222222 54.6030555556, 19.3555555556 54.6377777778, 19.2933333333 54.675, 19.2569444444 54.7044444444, 19.1983333333 54.75, 19.0069444444 54.875, 18.9941666667 54.8944444444, 18.9583333333 54.9127777778, 18.9041666667 54.9461111111, 18.4480555556 55.2586111111, 18.4011111111 55.2902777778, 18.3916666667 55.2963888889, 18.3883333333 55.3019444444, 17.5136111111 55.2269444444, 17.475 55.225, 17.3769444444 55.2208333333, 16.2333333333 55.1333333333, 16.0708333333 55.0336111111, 16 55, 15.8666666667 54.9166666667, 16.6477777778 54.515, 17.4097222222 54.1227777778, 17.0819444444 53.6019444444, 16.8255555556 53.2063888889, 17.6244444444 52.7133333333, 18 52.6711111111, 18.1730555556 52.6516666667))"
390,EPWWFGNL,"POLYGON ((18 52.6711111111, 18.1730555556 52.6516666667, 19.1583333333 52.5333333333, 19.7288888889 52.4688888889, 19.7666666667 52.4647222222, 19.7941666667 52.4622222222, 20.3222222222 52.6705555556, 20.3616666667 52.7636111111, 20.3766666667 52.7891666667, 20.5 53, 22.9291666667 53.2941666667, 23.7672222222 53.3811111111, 23.6297222222 53.5927777778, 23.5530555556 53.8297222222, 23.7416666667 53.9333333333, 23.4069444444 54.1944444444, 23.0591666667 54.3075, 22.8741666667 54.4216666667, 22.7919444444 54.3633333333, 22.175 54.3333333333, 21.4666666667 54.3333333333, 20.6983333333 54.3683333333, 20.5 54.3666666667, 20.2805555556 54.3997222222, 20 54.4263888889, 19.8683333333 54.4425, 19.6541666667 54.4477777778, 19.5758333333 54.4975, 19.4538888889 54.5727777778, 19.4047222222 54.6030555556, 19.3555555556 54.6377777778, 19.2933333333 54.675, 19.2569444444 54.7044444444, 19.1983333333 54.75, 19.0069444444 54.875, 18.9941666667 54.8944444444, 18.9583333333 54.9127777778, 18.9041666667 54.9461111111, 18.4480555556 55.2586111111, 18.4011111111 55.2902777778, 18.3916666667 55.2963888889, 18.3883333333 55.3019444444, 17.5136111111 55.2269444444, 17.475 55.225, 17.3769444444 55.2208333333, 16.2333333333 55.1333333333, 16.0708333333 55.0336111111, 16 55, 15.8666666667 54.9166666667, 16.6477777778 54.515, 17.4097222222 54.1227777778, 17.0819444444 53.6019444444, 16.8255555556 53.2063888889, 17.6244444444 52.7133333333, 18 52.6711111111))"
391,EPWWJ,"POLYGON ((21.3544444444 50.4319444444, 21.2888888889 51.1525, 21.2875 51.2183333333, 21.2877777778 51.2369444444, 21.2636111111 51.5, 20.2297222222 51.4958333333, 20.1369444444 51.4675, 19.7516666667 51.35, 19.1269444444 51.0727777778, 18.855 50.9452777778, 18.7383333333 50.8944444444, 18.4947222222 50.7152777778, 18.4577777778 50.6877777778, 18.2738888889 50.3488888889, 18.0977777778 50.0477777778, 18.0969444444 50.0266666667, 18.2111111111 49.9919444444, 18.4691666667 49.9108333333, 18.5652777778 49.8802777778, 18.5727777778 49.8475, 18.6286111111 49.7202777778, 18.8061111111 49.6652777778, 18.8508333333 49.5169444444, 18.9619444444 49.5111111111, 18.9811111111 49.3902777778, 19.2 49.4136111111, 19.2594444444 49.53, 19.4694444444 49.6116666667, 19.6466666667 49.455, 19.6361111111 49.4277777778, 19.7916666667 49.3763888889, 19.7997222222 49.3036111111, 19.8516666667 49.1963888889, 20 49.2222222222, 20.1 49.22, 20.1752777778 49.3136111111, 20.2552777778 49.3497222222, 20.7022222222 49.4175, 20.9330555556 49.2919444444, 21.0102777778 49.3363888889, 21.0955555556 49.3675, 21.1986111111 49.4083333333, 21.195 49.4891666667, 21.1841666667 49.7294444444, 21.2188888889 49.8469444444, 21.1752777778 49.93, 21.29 50.0919444444, 21.3491666667 50.1994444444, 21.3544444444 50.4319444444))"
392,EPWWJL,"POLYGON ((18.855 50.9452777778, 18.7383333333 50.8944444444, 18.4947222222 50.7152777778, 18.4577777778 50.6877777778, 18.2738888889 50.3488888889, 18.0977777778 50.0477777778, 18.0969444444 50.0266666667, 18.2111111111 49.9919444444, 18.4691666667 49.9108333333, 18.5652777778 49.8802777778, 18.5727777778 49.8475, 18.6286111111 49.7202777778, 18.8061111111 49.6652777778, 18.8508333333 49.5169444444, 18.9619444444 49.5111111111, 18.9811111111 49.3902777778, 19.2 49.4136111111, 19.2594444444 49.53, 19.4694444444 49.6116666667, 19.6466666667 49.455, 19.6361111111 49.4277777778, 19.7916666667 49.3763888889, 19.7997222222 49.3036111111, 19.8516666667 49.1963888889, 20 49.2222222222, 20.1 49.22, 20.1752777778 49.3136111111, 20.2552777778 49.3497222222, 20.7022222222 49.4175, 20.9330555556 49.2919444444, 21.0102777778 49.3363888889, 21.0955555556 49.3675, 21.1986111111 49.4083333333, 21.195 49.4891666667, 21.1841666667 49.7294444444, 21.2188888889 49.8469444444, 21.1752777778 49.93, 21.29 50.0919444444, 21.3491666667 50.1994444444, 21.3544444444 50.4319444444, 21.2888888889 51.1525, 21.2875 51.2183333333, 21.2877777778 51.2369444444, 21.2636111111 51.5, 20.2297222222 51.4958333333, 20.1369444444 51.4675, 19.7516666667 51.35, 19.1269444444 51.0727777778, 18.855 50.9452777778))"
393,EPWWJR,"POLYGON ((22.5666666667 49.0886111111, 22.7666666667 49, 22.8333333333 49.0888888889, 22.7380555556 49.2055555556, 22.7366666667 49.21, 22.6561111111 49.5047222222, 22.6544444444 49.5677777778, 22.94 49.8088888889, 23.0583333333 49.8883333333, 23.1383333333 49.9658333333, 23.2119444444 50.0216666667, 23.4852777778 50.2211111111, 23.8255555556 50.4041666667, 24.065 50.5033333333, 24.0502777778 50.6677777778, 24.1 50.8333333333, 23.6458333333 51.3027777778, 23.6166666667 51.5, 23.5594444444 51.6666666667, 23.5430555556 51.7230555556, 23.5902777778 51.7669444444, 23.6647222222 52.0163888889, 23.5519444444 52.1161111111, 23.4044444444 52.1880555556, 22.1527777778 51.9794444444, 21.7847222222 51.8025, 21.6855555556 51.745, 21.6736111111 51.7394444444, 21.4955555556 51.6366666667, 21.4686111111 51.6213888889, 21.4505555556 51.6111111111, 21.3908333333 51.5769444444, 21.3777777778 51.5694444444, 21.3294444444 51.5383333333, 21.2636111111 51.5, 20.2297222222 51.4958333333, 20.1369444444 51.4675, 19.7516666667 51.35, 19.1269444444 51.0727777778, 18.855 50.9452777778, 18.7383333333 50.8944444444, 18.4947222222 50.7152777778, 18.4577777778 50.6877777778, 18.2738888889 50.3488888889, 18.0977777778 50.0477777778, 18.0969444444 50.0266666667, 18.2111111111 49.9919444444, 18.4691666667 49.9108333333, 18.5652777778 49.8802777778, 18.5727777778 49.8475, 18.6286111111 49.7202777778, 18.8061111111 49.6652777778, 18.8508333333 49.5169444444, 18.9619444444 49.5111111111, 18.9811111111 49.3902777778, 19.2 49.4136111111, 19.2594444444 49.53, 19.4694444444 49.6116666667, 19.6466666667 49.455, 19.6361111111 49.4277777778, 19.7916666667 49.3763888889, 19.7997222222 49.3036111111, 19.8516666667 49.1963888889, 20 49.2222222222, 20.1 49.22, 20.1752777778 49.3136111111, 20.2552777778 49.3497222222, 20.7022222222 49.4175, 20.9330555556 49.2919444444, 21.0102777778 49.3363888889, 21.0955555556 49.3675, 21.1986111111 49.4083333333, 21.2269444444 49.4194444444, 21.3333333333 49.4486111111, 21.4391666667 49.4127777778, 22.5666666667 49.0886111111))"
